label 
Lepidoptera 
unclassified Lepidoptera 
Glossata 
environmental samples <Lepidoptera> 
Zeugloptera 
Aglossata 
Heterobathmiina 
Lepitoptera incertae sedis 
Eupithecia tenuiata
Eupithecia sp. Janzen12
Eupithecia sp. Janzen18
Eupithecia sp. Janzen58
Eupithecia sp. Janzen59
Eupithecia millefoliata
Obila sp. BioLep02
Obila pannosata
Obila sp. BioLep01
Obila sp. BOLD:AAI3506
Obila nr. umbrinata BOLD:AAI3506
Obila sp. Janzen01
Oligopleura sp. BioLep187
Oligopleura aulaeata
Oligopleura nr. aulaeata EO-2016
Oligopleura malachitaria
Hammaptera sp. BioLep141
Hammaptera sp. BOLD:AAI1964
Hammaptera sp. BOLD:ABA7734
Hammaptera sp. BOLD:AAD1122
Hammaptera sp. BOLD:ABA7735
Hammaptera praderia
Hammaptera sp. BOLD:AAI5005
Hammaptera sp. BOLD:AAM7147
Hammaptera sp. NGEOC323-11
Spargania sp. BioLep02
Spargania sp. BioLep137
Spargania cultata
Spargania sp. BOLD:AAM9652
Spargania sp. BOLD:AAD1131
Spargania sp. BOLD:AAW5401
Spargania sp. BOLD:AAG1669
Spargania sp. BOLD:AAG1670
Spargania sp. BOLD:ABA8311
Spargania sp. BOLD:AAJ4119
Spargania cultata group sp. BOLD:AAY5736
Spargania sp. BOLD:AAG1667
Spargania sp. BOLD:AAM9651
Spargania sp. BOLD:AAP2841
Spargania sp. BOLD:ACF6948
Spargania sp. BOLD:ACK0052
Spargania magnoliata
Spargania luctuata
Spargania sp. Janzen01
Spargania sp. Janzen02
Chloroclysta miata
Chloroclysta siterata
Perizoma hydrata
Perizoma sp. BOLD:ABV7611
Perizoma sp. BOLD:ABV7612
Perizoma interlauta
Perizoma sp. BOLD:AAW5036
Perizoma sp. BOLD:AAW1263
Perizoma sp. BOLD:AAI2506
Perizoma sp. BOLD:AAY7426
Perizoma sp. BOLD:AAI2505
Perizoma sp. BOLD:AAI2504
Perizoma sp. BOLD:ABA7713
Perizoma sp. BOLD:AAC6911
Perizoma emmelesiata
Perizoma zenobia
Perizoma sp. BOLD:AAI2503
Perizoma sp. BOLD:AAP1704
Perizoma sp. BOLD:AAM7148
Perizoma carnetincta
Perizoma sp. BOLD:AAW5035
Perizoma lugdunarium
Perizoma juracolaria
Perizoma sp. NIBGE MOT-01199
Perizoma sp. NIBGE MOT-01203
Perizoma sp. NIBGE MOT-01205
Perizoma sp. NIBGE MOT-01348
Perizoma albulatum
Perizoma didymatum
Perizoma alchemillatum
Perizoma grandis
Perizoma basaliata
Perizoma minoratum
Perizoma affinitatum
Perizoma bifaciatum
Perizoma blandiatum
Perizoma flavofasciatum
Perizoma obsoletata
Perizoma parallelolineatum
Perizoma verberata
Perizoma costiguttata
Perizoma curvilinea
Perizoma custodiata
Perizoma sp. 1 JDR-2011
Perizoma sp. 2 JDR-2011
Perizoma taeniatum
Perizoma incultaria
Eudulophasia sp. invariaDHJ01
Eudulophasia sp. invariaDHJ02
Eudulophasia invaria
Eubaphe lobula
Eubaphe sp. BOLD:AAB2750
Eubaphe meridiana
Eubaphe mendica
Eubaphe medea
Eubaphe conformis
Eubaphe unicolor
Eubaphe sp. medeaDHJ02
Entephria contestata
Entephria polata
Entephria separata
Entephria sp. BOLD-2016
Entephria bradorata
Entephria caesiata
Entephria nobiliaria
Entephria kidluitata
Entephria lagganata
Entephria multivagata
Entephria takuata
Entephria cyanata
Entephria flavata
Entephria flavicinctata
Entephria infidaria
Scotopteryx angularia
Scotopteryx langi
Scotopteryx fulminata
Scotopteryx coarctaria
Scotopteryx coelinaria
Scotopteryx ignorata
Scotopteryx mucronata
Scotopteryx obvallaria
Scotopteryx octodurensis
Scotopteryx olympia
Scotopteryx peribolata
Scotopteryx vicinaria
Scotopteryx chenopodiata
Scotopteryx moeniata
Scotopteryx bipunctaria
Scotopteryx luridata
Hagnagora sp. BioLep02
Hagnagora croceitincta
Hagnagora anicata
Hagnagora anicata group sp. BOLD:AAI1950
Hagnagora anicata group sp. BOLD:AAA7285
Hagnagora sp. BOLD:AAA7267
Hagnagora richardi
Hagnagora clustimena
Hagnagora marionae
Hagnagora mortipax
Hagnagora ephestris
Erateina staudingeri
Erateina sp. BOLD:AAW1248
Erateina siliquata
Erateina sp. BOLD:ABV4186
Erateina siliquata group sp. BOLD:AAY8012
Erateina zoraidina group sp. BOLD:ABU6593
Erateina sp. BOLD:AAI5299
Erateina sp. BOLD:AAI5300
Erateina sp. BOLD:AAP3828
Erateina nr. punsara EO-2016
Erateina rogersi
Epirrita dilutata
Epirrita sp. BOLD:AAA5905
Epirrita filigrammaria
Epirrita terminassianae
Epirrita autumnata
Epirrita christyi
Epirrita viridipurpurescens
Epirrita pulchraria
Epirrita undulata
Earophila badiata
Deinoptila penicula
Deinoptila sp. BOLD:AAP1711
Deinoptila sp. BOLD:AAP2782
Larentiinae sp. BOLD:AAW5141
Larentiinae sp. BOLD:AAW5142
Larentiinae sp. BOLD:AAW1295
Larentiinae sp. BOLD:AAY6228
Larentiinae sp. BOLD:AAM7152
Larentiinae sp. BOLD:AAM7150
Larentiinae sp. BOLD:AAJ0682
Larentiinae sp. BOLD:AAH6728
Larentiinae sp. BOLD:AAW5143
Larentiinae sp. BOLD:ABV0971
Larentiinae sp. BOLD:ABA7933
Larentiinae sp. BOLD:ABA7932
Larentiinae sp. BOLD:ABA7930
Larentiinae gen. sp. HR-2012
Larentiinae sp. BOLD:AAI3499
Larentiinae sp. BOLD:AAM7149
Larentiinae sp. BOLD:AAP2034
Larentiinae sp. BOLD:AAP3889
aff. Eupithecia sp. BOLD:AAI5098
Larentiinae sp. BOLD:ACQ4822
Larentiinae sp. BOLD:ACP9799
Larentiinae sp. BOLD:AAA2089
Larentiinae sp. BOLD:AAA2806
Larentiinae sp. BOLD:AAA6332
Larentiinae sp. BOLD:AAM9554
Larentiinae sp. BOLD:ABW8855
Larentiinae sp. BOLD:ABZ9795
Larentiinae sp. BOLD:ACJ8647
Larentiinae sp. BOLD:ACP7190
Larentiinae sp. NIBGE MOT-03440
Larentiinae sp. NIBGE MOT-03532
Orthonama sp. BOLD:AAP3814
Orthonama sp. BOLD:ABU9737
Orthonama sp. BOLD:ABA7683
Orthonama sp. BOLD:ABA7684
Orthonama sp. BOLD:AAM5385
Orthonama sp. BOLD:AAI3498
Orthonama obstipata
Orthonama evansi
Orthonama vittatum
Triphosa sp. BOLD:AAW0558
Triphosa sp. BOLD:ABV3537
Triphosa sp. BOLD:AAC0694
Triphosa tauteli
Triphosa dubitata
Triphosa haesitata
Triphosa sabaudiata
Graphidipus sp. BOLD:AAL3276
Graphidipus flaviceps
Graphidipus sp. BOLD:AAM5241
Graphidipus sp. BOLD:AAP1659
Graphidipus graphidiparia
Graphidipus nr. fulvicostaria BOLD:AAP1659
Graphidipus sp. BOLD:ACJ9257
Plemyriopsis sp. BOLD:AAF8929
Rhinura sp. BOLD:AAW1149
Rhinura sp. BOLD:AAY7492
Rhinura sp. BOLD:ABV3364
Cophocerotis sp. BOLD:ABV4184
Cophocerotis jaspeata
Rhopalodes sp. BOLD:AAI5090
Rhopalodes ligereza
Rhopalodes sp. BOLD:AAL0026
Rhopalodes sp. BOLD:ACJ8083
Anticlea sp. AH01Cl
Anticlea multiferata
Anticlea badiata
Anticlea derivata
Anticlea vasiliata
Rheumaptera sp. AH04Cl
Rheumaptera sp. BOLD:AAA5435
Rheumaptera sp. BOLD:ACF6833
Rheumaptera sp. BOLD-2016
Rheumaptera incertata
Rheumaptera undulata
Rheumaptera prunivorata
Rheumaptera hastata
Rheumaptera cervinalis
Rheumaptera subhastata
Nebula sp. emiliaAH04
Nebula achromaria
Nebula carlae
Nebula ibericata
Nebula senectaria
Nebula nebulata
Catarhoe putridaria
Catarhoe basochesiata
Catarhoe hortulanaria
Catarhoe permixtaria
Catarhoe cuculata
Catarhoe rubidata
Xanthorhoe inconsiderata
Xanthorhoe pederi
Xanthorhoe annotinata
Xanthorhoe anthracinata
Xanthorhoe propinqua
Xanthorhoe strumosata
Xanthorhoe sp. BOLD:AAA3947
Xanthorhoe sp. BOLD:AAA4416
Xanthorhoe sp. BOLD:AAA5318
Xanthorhoe sp. BOLD:AAB5059
Xanthorhoe sp. BOLD:AAA7001
Xanthorhoe designata
Xanthorhoe disjunctaria
Xanthorhoe fluctuata
Xanthorhoe friedrichi
Xanthorhoe montanata
Xanthorhoe oxybiata
Xanthorhoe rupicola
Xanthorhoe skoui
Xanthorhoe uralensis
Xanthorhoe sp. BOLD-2016
Xanthorhoe ramaria
Xanthorhoe sp. btsp 9
Xanthorhoe ferrugata
Xanthorhoe vidanoi
Xanthorhoe algidata
Xanthorhoe lacustrata
Xanthorhoe munitata
Xanthorhoe packardata
Xanthorhoe hortensiaria
Xanthorhoe defensaria
Xanthorhoe labradorensis
Xanthorhoe abrasaria
Xanthorhoe baffinensis
Xanthorhoe decoloraria
Xanthorhoe iduata
Xanthorhoe quadrifasciata
Xanthorhoe biriviata
Xanthorhoe spadicearia
Xanthorhoe alticolata
Xanthorhoe borealis
Xanthorhoe clarkeata
Xanthorhoe fossaria
Xanthorhoe incursata
Xanthorhoe macdunnoughi
Xanthorhoe pontiaria
Lithostege notata
Lithostege palaestinensis
Lithostege castiliaria
Lithostege farinata
Lithostege griseata
Photoscotosia cupha
Photoscotosia dejuta
Photoscotosia miniosata
Chloroclystis sp. 48 TN-2012
Chloroclystis ablechra
Chloroclystis approximata
Chloroclystis delosticha
Chloroclystis filata
Chloroclystis insigillata
Chloroclystis metallospora
Chloroclystis pallidiplaga
Chloroclystis sp. DW114
Chloroclystis sp. DW115
Chloroclystis sp. DW116
Chloroclystis sp. PW020
Chloroclystis sp. PW021
Chloroclystis sp. PW112.2
Chloroclystis sp. PW158
Chloroclystis cissocosma
Chloroclystis mniochroa
Chloroclystis perissa
Chloroclystis pyrrholopha
Chloroclystis rufofasciata
Chloroclystis sp. BOLD:ACM4629
Chloroclystis sp. BOLD:ACL4040
Chloroclystis v-ata
Bosara exortiva
Gymnoscelis sp. AAL3371
Gymnoscelis aenictopa
Gymnoscelis delocyma
Gymnoscelis holocapna
Gymnoscelis ischnophylla
Gymnoscelis kennii
Gymnoscelis lophopus
Gymnoscelis sp. ANIC1
Gymnoscelis subrufata
Gymnoscelis ochriplaga
Gymnoscelis sp. YAWAN752-14
Gymnoscelis sp. BOLD:ACB8931
Gymnoscelis rufifasciata
Sauris sp. CATS123-10
Sauris cirrhigera
Sauris commoni
Sauris lichenias
Sauris malaca
Sauris melanosterna
Sauris plumipes
Sauris rectilineata
Sauris sp. ANIC3
Sauris sp. ANIC4
Sauris mouliniei
Sauris sp. ANIC1
Sauris nebulosa
Sauris vetustata
Sauris sp. BOLD:ACM3914
Smileuma plagifracta
Smileuma sp. BOLD:ACF6019
Erebochlora sp. BOLD:AAP2743
Eudule ficulnea
Anachloris subochraria
Anachloris tofocolorata
Anachloris uncinata
Anomocentris capnoxutha
Anomocentris crystallota
Anomocentris trissodesma
Antimimistis illaudata
Aponotoreas cheimatobiata
Aponotoreas epicrossa
Aponotoreas sp. ANIC1
Aponotoreas sp. ANIC2
Aponotoreas sp. ANIC3
Austrocidaria erasta
Chaetolopha decipiens
Chaetolopha emporias
Chaetolopha leucophragma
Chaetolopha niphosticha
Chaetolopha oxyntis
Chaetolopha pseudooxyntis
Chrysolarentia actinipha
Chrysolarentia adornata
Chrysolarentia aglaodes
Chrysolarentia aprepta
Chrysolarentia argocyma
Chrysolarentia argodesma
Chrysolarentia bertha
Chrysolarentia bichromata
Chrysolarentia callima
Chrysolarentia cataphaea
Chrysolarentia chrysocyma
Chrysolarentia conifasciata
Chrysolarentia cydalima
Chrysolarentia epicteta
Chrysolarentia euclidiata
Chrysolarentia gypsomela
Chrysolarentia hedylepta
Chrysolarentia heliacaria
Chrysolarentia heteroleuca
Chrysolarentia heterotropa
Chrysolarentia hilaodes
Chrysolarentia imperviata
Chrysolarentia insulsata
Chrysolarentia interruptata
Chrysolarentia leucophanes
Chrysolarentia leucozona
Chrysolarentia lucidulata
Chrysolarentia mecynata
Chrysolarentia melanchlaena
Chrysolarentia microcyma
Chrysolarentia nephodes
Chrysolarentia opipara
Chrysolarentia oxygona
Chrysolarentia perialla
Chrysolarentia pericalles
Chrysolarentia perornata
Chrysolarentia persimilis
Chrysolarentia phaedra
Chrysolarentia phaeoxutha
Chrysolarentia photographica
Chrysolarentia plagiocausta
Chrysolarentia poliophasma
Chrysolarentia polycarpa
Chrysolarentia psarodes
Chrysolarentia rhynchota
Chrysolarentia severata
Chrysolarentia sp. ANIC3
Chrysolarentia sp. ANIC4
Chrysolarentia squamulata
Chrysolarentia stereozona
Chrysolarentia symphona
Chrysolarentia synchora
Chrysolarentia tacera
Chrysolarentia tristis
Chrysolarentia trygodes
Chrysolarentia vicissata
Cleptocosmia mutabilis
Collix multifilata
Collix ghosha
Collix foraminata
Crasilogia gressitti
Eccymatoge aorista
Eccymatoge callizona
Eccymatoge fulvida
Eccymatoge morphna
Epicyme rubropunctaria
Episteira protima
Epyaxa agelasta
Epyaxa centroneura
Epyaxa epia
Epyaxa hyperythra
Epyaxa pyrrhobaphes
Epyaxa sodaliata
Epyaxa subidaria
Epyaxa metoporina
Eremodorea haplopsara
Heterochasta conglobata
Heterochasta lasioplaca
Hypycnopa delotis
Melitulias discophora
Melitulias glandulata
Melitulias graphicata
Melitulias leucographa
Melitulias oriadelpha
Melitulias sp. ANIC1
Microdes asystata
Microdes haemobaphes
Microdes leptobrya
Microdes sp. ANIC1
Microdes sp. ANIC2
Microdes squamulata
Microdes sp. PW069
Microdes sp. PW070
Microdes sp. PW073
Microdes villosata
Phrissogonus laticostata
Polyclysta hypogrammata
Scotocyma albinotata
Scotocyma idioschema
Scotocyma ischnophrica
Scotocyma transfixa
Symmimetis muscosa
Tympanota perophora
Visiana brujata
Ziridava rufinigra
Ziridava xylinaria
Acodia chytrodes
Acodia orina
Acodia pauper
Horisme plagiographa
Horisme exoletata
Horisme predotai
Horisme scorteata
Horisme nr. obscurata EO-2016
Horisme intestinata
Horisme radicaria
Horisme vitalbata
Horisme incana
Horisme aemulata
Horisme tersata
Eulithis convergenata
Eulithis sp. BOLD:AAA1505
Eulithis sp. BOLD:AAA7654
Eulithis sp. BOLD:AAB2705
Eulithis sp. BOLD:AAB2706
Eulithis mellinata
Eulithis peloponnesiaca
Eulithis gracilineata
Eulithis sp. BOLD-2016
Eulithis pyropata
Eulithis diversilineata
Eulithis molliculata
Eulithis populata
Eulithis testata
Eulithis ledereri
Eulithis destinata
Eulithis explanata
Eulithis xylina
Eulithis pyraliata
Eulithis prunata
Eulithis flavibrunneata
Eulithis propulsata
Gandaritis fixseni
Gandaritis sinicaria
Gandaritis pyraliata
Sibatania arizana
Sibatania mactata
Calleulype whitelyi
Eucosmabraxas placida
Laciniodes unistirpis
Telenomeuta punctimarginaria
Trichobaptria exsecuta
Tyloptera bella
Tyloptera sp. BOLD:AAF0395
Carige sp. BOLD:AAI6676
Lobogonodes multistriata
Lobogonodes erectaria
Melanthia procellata
Melanthia sp. ABZ-2014
Melanthia alaudaria
Chartographa sp. ABZ-2014
Paraplaneta sternecki
Cataclysme festivata
Cataclysme riguata
Cataclysme shirniensis
Aepylopha thalassia
Mnesiloba eupitheciata
Notoreas aethalopa
Axinoptera fasciata
Calluga semirasata
Desmoclystia unipuncta
Papuarisme brunneata
Propithex alternata
Spectrobasis differens
Sterrhochaeta minuta
Tripteridia viridisecta
Tripteridia sp. BOLD:ACL4037
Camptogramma scripturata
Camptogramma bistrigata
Camptogramma grisescens
Camptogramma bilineatum
Colostygia laetaria
Colostygia puengeleri
Colostygia aqueata
Colostygia austriacaria
Colostygia hilariata
Colostygia multistrigaria
Colostygia sericeata
Colostygia wolfschlaegerae
Colostygia aptata
Colostygia olivata
Colostygia pectinataria
Colostygia turbata
Colostygia kollariaria
Prorella discoidalis
Prorella leucata
Prorella mellisa
Zenophleps sp. BOLD:AAB2735
Zenophleps alpinata
Zenophleps lignicolorata
Almeria kalischata
Piercia imbrata
Cirrolygris nr. cecilia BOLD:ACF7278
Cirrolygris nr. cecilia BOLD:ACF7897
Epirrhoe psyroides
Epirrhoe pupillata
Epirrhoe tartuensis
Epirrhoe alternata
Epirrhoe hastulata
Epirrhoe galiata
Epirrhoe molluginata
Epirrhoe rivata
Epirrhoe tristata
Epirrhoe plebeculata
Epirrhoe sperryi
Brabirodes sp. BOLD:AAZ8209
Trichozoma sp. BOLD:ACP6598
Carsia sp. BOLD:AAC1640
Carsia sororiata
Cladara sp. BOLD:AAA3997
Cladara sp. CNPEL003-14
Cladara sp. CNTNB034-14
Cladara sp. BOLD-2016
Cladara limitaria
Cladara atroliturata
Eustroma sp. BOLD:AAA6332
Eustroma semiatrata
Eustroma reticulatum
Eustroma atrifasciata
Eustroma fasciata
Hydrelia sp. BOLD:AAB2475
Hydrelia sp. CNFNR4015-14
Hydrelia sp. CNPEP081-14
Hydrelia lucata
Hydrelia cf. inornata BOLD-2016
Hydrelia flammeolaria
Hydrelia inornata
Hydrelia albifera
Hydrelia sylvata
Thera sp. BOLD:AAB9686
Thera firmata
Thera cupressata
Thera variata
Thera juniperata
Thera obeliscata
Thera otisi
Thera cembrae
Thera britannica
Thera cognata
Thera vetustata
Aplocera simpliciata
Aplocera efformata
Aplocera praeformata
Aplocera plagiata
Chesias capriata
Chesias linogrisearia
Chesias rufata
Chesias legatella
Costaconvexa polygrammata
Costaconvexa centrostrigaria
Larentia malvata
Larentia clavaria
Pareulype lasithiotica
Pareulype berberata
Celonoptera mirificaria
Coenocalpe lapidata
Coenocalpe millierata
Heterothera serraria
Heterothera sp. NIBGE MOT-03474
Hospitalia flavolineata
Hydria gudarica
Hydria montivagata
Mattia callidaria
Oulobophora internata
Polythrena coloraria
Protorhoe corollaria
Protorhoe unicata
Schistostege decussata
Solitanea mariae
Nasusina sp. BOLD-2016
Antepirrhoe semiatrata
Asthena albosignata
Asthena albulata
Asthena anseraria
Pennithera sp. AH01Pk
Heterophleps triguttaria
Heterophleps refusaria
Lobophora nivigerata
Lobophora halterata
Lobophora canavestita
Lobophora magnoliatoidata
Lobophora montanata
Lobophora simsata
Trichodezia albovittata
Trichodezia kindermanni
Malacodea regelaria
Discoloxia blomeri
Euchoeca nebulata
Esakiopteryx volitans
Evecliptopera illitata
Nothoporinia mediolineata
Pseudostegania defectata
Trichopteryx hemana
Trichopteryx miracula
Trichopteryx ustata
Trichopteryx carpinata
Trichopteryx polycommata
Anticollix sparsata
Lythria cruentaria
Lythria purpuraria
Lythria sanguinaria
Lythria plumularia
Lythria venustata
Phibalapteryx virgata
Glaucorhoe sp. CGW-2008
Glaucorhoe unduliferaria
Ceratodalia gueneata
Stamnoctenis pearsalli
Stamnoctenis morrisata
Venusia cambrica
Venusia comptaria
Venusia blomeri
Venusia duodecemlineata
Venusia obsoleta
Venusia pearsalli
Mesoleuca ruficillata
Mesoleuca albicillata
Mesoleuca gratulata
Acasis viridata
Acasis viretata
Acasis appensata
Pseudomennis bipennis
Pseudomennis dioptoides
Trocherateina cachara
Trocherateina sp. cacharaDHJ01
Trocherateina sp. cacharaDHJ02
Philereme transversata
Philereme vetulata
Gagitodes sagittata
Cidaria fulvata
Cosmorhoe ocellata
Electrophaes corylata
Lampropteryx suffumata
Lampropteryx otregiata
Lampropteryx jameza
Lampropteryx minna
Minoa murinata
Nothocasis sertata
Odezia atrata
Plemyria rubiginata
Plemyria georgii
Coryphista meadii
Enchoria lacteata
Eurhinosea flavaria
Psychophora phocata
Psychophora sabini
Psychophora suttoni
Psychophora sp. C JDR-2011
Psychophora sp. D JDR-2011
Psychophora sp. I JDR-2011
Baptria tibiale
Epilobophora sabinata
Pterapherapteryx sexalata
Pelurga comitata
Epirranthis diversata
Epirranthis substriataria
Epirranthis danbyi
Conolophia nr. conscitaria MM-2011
Eumelea ludovicata
Eumelea stipata
Eumelea rosalia
Eumelea sp. ANIC1
Eumelea duponchelii
Eumelea sanguinifusa
Eumelea craspedias
Dolichoneura oxypteraria
Dolichoneura sp. BioLep01
Pycnoneura sp. BioLep106
Racasta spatiaria
Racasta sp. BOLD:AAI0642
Ophiogramma sp. BOLD:AAI3394
Ophiogramma coenibiata
Ophiogramma sp. BOLD:AAO3381
Derambila sp. BOLD:AAF9599
Derambila liosceles
Derambila permensata
Derambila melagonata
Ozola exigua
Ozola sp. ANIC1
Ozola hollowayi
Ozola japonica
Gypsochroa renitidata
Gypsochroa sp. HR01Ir
Myinodes constantina
Myinodes interpunctaria
Celerena griseofusa
Celerena amplimargo
Celerena eucnemis
Noreia vinacea
Noreia papuensis
Physetostege miranda
Archiearis parthenias
Archiearis infans
Lachnocephala vellosata
Boudinotiana touranginii
Boudinotiana puella
Boudinotiana notha
Acalyphes sp. CJY-2005
Acalyphes philorites
Dirce aesiodora
Dirce lunaris
Dirce sp. CJY-2005
Dirce oriplancta
Dirce solaris
Leucobrephos brephoides
Alsophila aescularia
Alsophila aceraria
Alsophila japonensis
Alsophila pometaria
Alsophila zabolne
Inurois sp. 2014-F
Inurois minutulus
Inurois fletcheri
Inurois membranaria
Inurois asahinai
Inurois fumosa
Inurois kyushuensis
Inurois kobayashii
Inurois nikkoensis
Inurois tenuis
Inurois punctigera
Inurois brunneus
Inurois sp. F1287_sp
Inurois sp. F1288_sp
Inurois sp. F1289_sp
Inurois sp. F1291_sp
Inurois sp. F1292_sp
Inurois viidaleppi
Alsophiloides acroama
Geometridae gen. geoBioLep01 sp. BioLep100
Geometridae gen. geoBioLep01 sp. BioLep101
Geometridae gen. geoBioLep01 sp. BioLep102
Geometridae gen. geoBioLep01 sp. BioLep105
Geometridae gen. geoBioLep01 sp. BioLep108
Geometridae gen. geoBioLep01 sp. BioLep109
Geometridae gen. geoBioLep01 sp. BioLep111
Geometridae gen. geoBioLep01 sp. BioLep112
Geometridae gen. geoBioLep01 sp. BioLep120
Geometridae gen. geoBioLep01 sp. BioLep124
Geometridae gen. geoBioLep01 sp. BioLep128
Geometridae gen. geoBioLep01 sp. BioLep130
Geometridae gen. geoBioLep01 sp. BioLep131
Geometridae gen. geoBioLep01 sp. BioLep136
Geometridae gen. geoBioLep01 sp. BioLep139
Geometridae gen. geoBioLep01 sp. BioLep143
Geometridae gen. geoBioLep01 sp. BioLep144
Geometridae gen. geoBioLep01 sp. BioLep152
Geometridae gen. geoBioLep01 sp. BioLep155
Geometridae gen. geoBioLep01 sp. BioLep159
Geometridae gen. geoBioLep01 sp. BioLep16
Geometridae gen. geoBioLep01 sp. BioLep160
Geometridae gen. geoBioLep01 sp. BioLep161
Geometridae gen. geoBioLep01 sp. BioLep178
Geometridae gen. geoBioLep01 sp. BioLep190
Geometridae gen. geoBioLep01 sp. BioLep191
Geometridae gen. geoBioLep01 sp. BioLep192
Geometridae gen. geoBioLep01 sp. BioLep193
Geometridae gen. geoBioLep01 sp. BioLep196
Geometridae gen. geoBioLep01 sp. BioLep198
Geometridae gen. geoBioLep01 sp. BioLep200
Geometridae gen. geoBioLep01 sp. BioLep201
Geometridae gen. geoBioLep01 sp. BioLep202
Geometridae gen. geoBioLep01 sp. BioLep205
Geometridae gen. geoBioLep01 sp. BioLep206
Geometridae gen. geoBioLep01 sp. BioLep207
Geometridae gen. geoBioLep01 sp. BioLep208
Geometridae gen. geoBioLep01 sp. BioLep209
Geometridae gen. geoBioLep01 sp. BioLep211
Geometridae gen. geoBioLep01 sp. BioLep213
Geometridae gen. geoBioLep01 sp. BioLep217
Geometridae gen. geoBioLep01 sp. BioLep223
Geometridae gen. geoBioLep01 sp. BioLep245
Geometridae gen. geoBioLep01 sp. BioLep26
Geometridae gen. geoBioLep01 sp. BioLep263
Geometridae gen. geoBioLep01 sp. BioLep264
Geometridae gen. geoBioLep01 sp. BioLep356
Geometridae gen. geoBioLep01 sp. BioLep364
Geometridae gen. geoBioLep01 sp. BioLep404
Geometridae gen. geoBioLep01 sp. BioLep413
Geometridae gen. geoBioLep01 sp. BioLep416
Geometridae gen. geoBioLep01 sp. BioLep418
Geometridae gen. geoBioLep01 sp. BioLep454
Geometridae gen. geoBioLep01 sp. BioLep47
Geometridae gen. geoBioLep01 sp. BioLep475
Geometridae gen. geoBioLep01 sp. BioLep49
Geometridae gen. geoBioLep01 sp. BioLep500
Geometridae gen. geoBioLep01 sp. BioLep503
Geometridae gen. geoBioLep01 sp. BioLep51
Geometridae gen. geoBioLep01 sp. BioLep529
Geometridae gen. geoBioLep01 sp. BioLep557
Geometridae gen. geoBioLep01 sp. BioLep558
Geometridae gen. geoBioLep01 sp. BioLep559
Geometridae gen. geoBioLep01 sp. BioLep56
Geometridae gen. geoBioLep01 sp. BioLep564
Geometridae gen. geoBioLep01 sp. BioLep566
Geometridae gen. geoBioLep01 sp. BioLep567
Geometridae gen. geoBioLep01 sp. BioLep568
Geometridae gen. geoBioLep01 sp. BioLep575
Geometridae gen. geoBioLep01 sp. BioLep576
Geometridae gen. geoBioLep01 sp. BioLep598
Geometridae gen. geoBioLep01 sp. BioLep62
Geometridae gen. geoBioLep01 sp. BioLep63
Geometridae gen. geoBioLep01 sp. BioLep71
Geometridae gen. geoBioLep01 sp. BioLep72
Geometridae gen. geoBioLep01 sp. BioLep75
Geometridae gen. geoBioLep01 sp. BioLep87
Geometridae gen. geoBioLep01 sp. BioLep88
Geometridae gen. geoBioLep01 sp. BioLep89
Geometridae gen. geoBioLep01 sp. BioLep90
Geometridae gen. geoBioLep01 sp. BioLep96
Geometridae gen. geoBioLep01 sp. BioLep97
Geometridae gen. geoBioLep01 sp. BioLep98
Geometridae gen. geoBioLep01 sp. BioLep06
Geometridae gen. geoBioLep01 sp. BioLep107
Geometridae gen. geoBioLep01 sp. BioLep11
Geometridae gen. geoBioLep01 sp. BioLep114
Geometridae gen. geoBioLep01 sp. BioLep115
Geometridae gen. geoBioLep01 sp. BioLep126
Geometridae gen. geoBioLep01 sp. BioLep140
Geometridae gen. geoBioLep01 sp. BioLep147
Geometridae gen. geoBioLep01 sp. BioLep151
Geometridae gen. geoBioLep01 sp. BioLep172
Geometridae gen. geoBioLep01 sp. BioLep214
Geometridae gen. geoBioLep01 sp. BioLep252
Geometridae gen. geoBioLep01 sp. BioLep255
Geometridae gen. geoBioLep01 sp. BioLep31
Geometridae gen. geoBioLep01 sp. BioLep34
Geometridae gen. geoBioLep01 sp. BioLep40
Geometridae gen. geoBioLep01 sp. BioLep44
Geometridae gen. geoBioLep01 sp. BioLep52
Geometridae gen. geoBioLep01 sp. BioLep572
Geometridae gen. geoBioLep01 sp. BioLep58
Geometridae gen. geoBioLep01 sp. BioLep584
Geometridae gen. geoBioLep01 sp. BioLep61
Geometridae gen. geoBioLep01 sp. BioLep81
Geometridae gen. geoBioLep01 sp. BioLep82
Geometridae gen. geoBioLep01 sp. BioLep94
Geometridae gen. geoBioLep01 sp. BioLep95
Geometridae gen. geoBioLep01 sp. BioLep99
Geometridae gen. geoBioLep01 sp. BioLep113
Geometridae gen. geoBioLep01 sp. BioLep33
Geometridae gen. geoBioLep01 sp. BioLep43
Geometridae gen. geoBioLep01 sp. BioLep53
Geometridae gen. geoBioLep01 sp. BioLep573
Geometridae gen. geoBioLep01 sp. BioLep83
Geometridae gen. geoJanzen01 sp. Janzen162DHJ01
Geometridae gen. geoJanzen01 sp. Janzen202
Geometridae gen. geoJanzen01 sp. Janzen216
Geometridae gen. geoJanzen01 sp. Janzen336
Geometridae gen. geoJanzen01 sp. Janzen412
Geometridae gen. geoJanzen01 sp. Janzen457
Geometridae gen. geojanzen01 sp. Janzen218
Geometridae gen. geojanzen01 sp. Janzen227
Geometridae gen. geojanzen01 sp. Janzen230
Geometridae gen. geojanzen01 sp. Janzen231
